Adoszam,Cegnev,ir.szam,Szekhely,TEÁOR,Tevekenyseg,e-mail,net_arbevetele,eredmeny,Tulajdonos,Helyseg,Jogallas,Varmegye,Terulet_hektar,Nepesseg,Lakasok_szama,bolgár  ,görög  ,horvát  ,lengyel  ,német  ,örmény  ,roma,román  ,ruszin  ,szerb  ,szlovák  ,szlovén  ,ukrán  
27325715-2-10,Metrodom Duna Alfa Kft.,3012,Nagykökényes,6811'25,Saját tulajdonú ingatlan adásvétele,info@metrodom.hu,20506326,1185685,"Galvani Group Korlátolt Felelősségű Társaság,Galvani River Korlátolt Felelősségű Társaság",Nagykökényes,község,Heves,1728,545,262,,,,,,,,,,,,,
14359242-2-05,Taghleef Industries Kft.,3581,Tiszaújváros,2222'25,Műanyag csomagolóeszköz gyártása,antal.bazso@ti-films.com,44251689,1181267,Taghleef Industries Holdco Limited,Tiszaújváros,város,Borsod-Abaúj-Zemplén,4604,14060,7493,,,,,,,1,,,,,,
23059751-2-02,Lemezprofi Kft.,7831,Pellérd,2511'25,Fémszerkezet gyártása,lemezprofi@gmail.com,3021711,1174160,"Balujka Korlátolt Felelősségű Társaság,KRS-Tec Korlátolt Felelősségű Társaság,SWIBOX AG,Litios-Tec Technológiai Korlátolt Felelősségű Társaság",Pellérd,község,Baranya,2093,2336,868,,,,,1,,,,,,,,
11385174-2-05,MIHŐ KFT,3534,Miskolc,3530'25,"Gőzellátás, légkondicionálás",miho@miho.hu,7200856,1170508,Miskolc Holding Önkormányzati Vagyonkezelő Zártkörűen Működő Részvénytársaság,Miskolc,"megyeszékhely, megyei jogú város",Borsod-Abaúj-Zemplén,23667,141440,79234,1,1,,1,1,1,1,,1,,1,,1
14953925-2-10,MAGYAR GOMBA KERTÉSZ KFT.,3395,Demjén,4631'25,"Zöldség-, gyümölcs-nagykereskedelem",gombakertesz@gmail.com,14920489,1170359,"Új Champignons Mezőgazdasági Termelő Szolgáltató és Kereskedelmi Kft.,Hazai Zöldségeskert Korlátolt Felelősségű Társaság,Primőr Hajtatóház Korlátolt Felelősségű Társaság,Innofarmer Mezőgazdasági Kutató Termelő Szolgáltató Korlátolt Felelősségű Társaság,Kékes Invest Korlátolt Felelősségű Társaság,Albertmajori Mezőgazdasági Agrárszövetkezet,Felemelkedés Mezőgazdasági Agrárszövetkezet,Dolgozzunk Közösen Mezőgazdasági Agrárszövetkezet,Önbecsülés Mezőgazdasági Agrárszövetkezet,NAGY-GOMBAKERT Mezőgazdasági és Kereskedelmi Korlátolt Felelősségű Társaság,FUNGI EXOTICA Korlátolt Felelősségű Társaság,SKOLSKÉ HOSPODÁRSTVO - BÚSLAK spol. s r.o.,Export Fejlesztő Termelő Kereskedő és Kutató Egyéni Cég,Export Fejlesztő Termelő Kereskedő és Kutató Egyéni Cég,Rácz József,Kanyóné Rácz Kinga,Rácz Krisztián,Rácz Gergely,Török-Rácz Dorottya,Gráf Klaudia,Székely Zoltán,Rácz József,Fieszl Csaba,Tóth Tibor",Demjén,község,Heves,2508,997,336,,,,,,,,,,,,,
13714789-2-10,GEOSOL Kft.,3273,Halmajugra,3821'25,Hulladékanyag-hasznosítás,geosol.info@geosol.hu,8645738,1170012,MVM Energetika Zártkörűen Működő Részvénytársaság,Halmajugra,község,Heves,2168,1297,431,,,,,,,1,,,,,,
13702410-2-44,Morgan Stanley Magyarország Elemző Kft.,1095,Budapest,7220'25,"Társadalomtudományi, humán kutatás, kísérleti fejlesztés",Millennium-reception@morganstanley.com,84178171,7521248,Morgan Stanley International Holdings Inc.,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13564979-2-11,BOTLIK-TRANS Kft.,2534,Tát,4941'25,Közúti áruszállítás,ilona@botliktrans.hu,10118163,1167906,"Botlik Béláné,Botlik Béla,Botlik Roland,Botlik Anett,Botlik Petra",Tát,város,Komárom-Esztergom,1206,5116,2066,,,,,1,,,,,,,,
22983783-2-13,V6 Stratégiai Tanácsadó Kft,2161,Csomád,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",zoltan@drvincze.net,1575149,1166853,"Dr. Vincze Zoltán Ákos,Vincze Balázs Ákos",Csomád,község,Pest,1238,1851,707,,,,,,,,,,,1,,
12147399-2-13,Terméktároló Zrt.,2440,Százhalombatta,5210'25,"Raktározás, tárolás",lkaman@termektarolozrt.hu,4554919,1166062,"MOL Magyar Olaj- és Gázipari Nyilvánosan Működő Részvénytársaság,Magyar Szénhidrogén Készletező Szövetség",Százhalombatta,város,Pest,2806,18115,7841,,,,,,,,1,,1,,,
28830982-2-13,Laurit Hungary Kft.,2724,Újlengyel,5920'25,"Hangfelvétel-készítés, -kiadás",Kezbesitesimegbizott@centralis.hu,2334907,1163760,"Courage Music Partners II, L.P.",Újlengyel,község,Pest,2625,1821,725,,,,,,,,,,,,,
14137956-2-07,BROOKS INSTRUMENT Kft.,8000,Székesfehérvár,2651'25,Mérőműszergyártás,Jozsef.hideg@Brooksinstrument.com,11188100,1161487,ITW Participations S.á r.l.,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
25521685-2-07,Mészáros M1 Autókereskedő Kft.,8086,Felcsút,7711'25,Személygépjármű kölcsönzése,vezetoseg@m1flotta.com,18458791,1158117,"Talentis Group Beruházás-szervező Zártkörűen Működő Részvénytársaság,MBH Magántőkealap",Felcsút,község,Fejér,2202,2014,725,,,,,,,,,,,,,
13704436-4-09,CSOKI MAX MAGYARORSZÁG Kft.,4031,Debrecen,5210'25,"Raktározás, tárolás",info@csokimax.hu,18757389,1155993,Gál Miklós,Debrecen,"megyeszékhely, megyei jogú város",Hajdú-Bihar,46166,202130,100621,1,1,,1,1,1,1,1,1,,,,1
10647635-2-19,SILKEM Hungary Kft.,8104,Várpalota,2442'25,Alumíniumgyártás,silkem@silkem.hu,13110818,1152376,"SILKEM PLUS proizvodnja in svetovanje d.o.o.,AELA INVEST Korlátolt Felelősségű Társaság",Várpalota,város,Veszprém,7726,19265,8886,,,,,,,1,,,,,,1
12813108-2-19,REAL-RENT Kft.,8428,Borzavár,4211'25,"Út, autópálya építése",realrentkft@gmail.com,4549247,1151621,Sebestyén Roland,Borzavár,község,Veszprém,1300,741,334,,,,,,,,,,,,,
12680128-2-16,SZATMÁRI Malom Kft.,5100,Jászberény,1061'25,Malomipari termék gyártása,fokonyvelo@szatmarimalom.hu,23148907,1151111,"KKE-WEST Kereskedelmi Korlátolt Felelősségű Társaság,dr. Szatmári Melinda,Szatmári Zoltán Károly",Jászberény,város,Jász-Nagykun-Szolnok,22135,25323,12680,,,,,,,1,,,,,,
13723031-2-11,Magyar Toyo Seat Kft.,2536,Nyergesújfalu,2932'25,Egyéb gépjárműalkatrész és -tartozék gyártása,hr@magyartoyoseat.hu,29102534,1149624,"TOYO SEAT Europe Autóalkatrész Gyártó és Kereskedelmi Korlátolt Felelősségű Társaság,Toyo Seat Co. Ltd.,Suzuki Motor Corporation,Magyar Suzuki Zártkörűen Működő Részvénytársaság",Nyergesújfalu,város,Komárom-Esztergom,3964,7206,3315,,,,,1,,1,,,,,,
28738811-2-13,Opella Healthcare Hungary Kft.,2112,Veresegyház,2120'25,Gyógyszerkészítmény gyártása,opellaHU@sanofi.com,45980000,1140000,Opella Healthcare Participations B.V,Veresegyház,város,Pest,2868,21129,7903,,,,,,,1,,,,,,1
12256600-2-15,Hübner - H Kft.,4400,Nyíregyháza,2211'25,"Gumiabroncs, gumitömlő gyártása",erna.seber@hubner-hungary.com,28273733,1139935,Hübner Holding GmbH,Nyíregyháza,"megyeszékhely, megyei jogú város",Szabolcs-Szatmár-Bereg,27454,114873,54384,,1,,1,1,1,1,,1,,1,,1
11146780-2-09,Nagyhegyesi Állattenyésztő Kft.,4064,Nagyhegyes,0141'25,Tejhasznú szarvasmarha tenyésztése,allattenyeszto@freemail.hu,5912578,1137993,"Ticz Imréné sz : Nagy Zsuzsanna,Tornyai Gábor,dr. Hanzéros Ádám,dr. Pálfy István,dr. Kurucz Gyula,Dávid Imre,Tornyai Gáborné,dr. Pálfy Tamás,dr. Vásáry Miklós,Deák Csaba,Pálfy István Attila",Nagyhegyes,község,Hajdú-Bihar,13277,2874,1114,,,,,,,,,,,,,
11323185-2-19,Herendi Porcelánmanufaktúra Zrt.,8440,Herend,2341'25,Háztartási kerámia gyártása,attila.simon@herend.com,7303450,1133503,"Magyar Nemzeti Vagyonkezelő Zártkörűen működő Részvénytársaság,Egyéb részvényes (Herendi Porcelánmanufaktúra Zrt.),Herendi Porcelánmanufaktúra Rt. MRP Szervezete",Herend,város,Veszprém,1956,3438,1405,,,,,1,,,,,,,,
13321309-2-09,SELEX-M Kft.,4032,Debrecen,4643'25,Elektromos háztartási cikk nagykereskedelme,info@selex-m.hu,18448850,1132323,"Mészáros Sándor Béla,Mészáros Béla,Mészáros Sándorné",Debrecen,"megyeszékhely, megyei jogú város",Hajdú-Bihar,46166,202130,100621,1,1,,1,1,1,1,1,1,,,,1
14602849-4-03,Vakond Via Kft.,6060,Tiszakécske,4211'25,"Út, autópálya építése",vakondvia@gmail.com,8925707,1126709,"Magyar Vakond Út és Építőipari Korlátolt Felelősségű Társaság,Duna Aszfalt Út és Mélyépítő Zártkörűen Működő Részvénytársaság,Szíjj László",Tiszakécske,város,Bács-Kiskun,13327,11654,5595,,,,,,,,,,,,,
11176165-2-10,CENTERVILL Kft.,3000,Hatvan,4321'25,Villanyszerelés,,8376879,1124960,"Nagy Zsolt Dezső,Nagy Norbert",Hatvan,város,Heves,6631,19505,9267,,,,,,,1,,,,,,
10875933-2-44,HUNGAROPHARMA Zrt,1061,Budapest,4646'25,"Gyógyszer, gyógyászati termék nagykereskedelme",hph@hungaropharma.hu,526608000,7493000,"Béres Gyógyszergyár Zártkörűen Működő Részvénytársaság,MAGYAR GYÓGYSZER Vagyonkezelő Zártkörűen Működő Részvénytársaság,Egis Gyógyszergyár Zártkörűen Működő Részvénytársaság,Egyéb részvényes (HUNGAROPHARMA Zrt),Richter Gedeon Vegyészeti Gyár Nyilvánosan Működő Rt.",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10207349-2-44,Groupama Biztosító Zrt.,1146,Budapest,6511'25,Életbiztosítás,cegkapu@groupama.hu,220079000,7488000,Groupama Holding Filiales et Participation,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
26777810-2-44,SMP Solutions Zrt.,1138,Budapest,6210'25,Számítógépes programozás,smp@smp.hu,68046799,7478342,"Edward Business Solutions Korlátolt Felelősségű Társaság,HO-ME 2000 Vagyonkezelő Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
13506135-2-41,Alderamin Korzó Property Kft.,1133,Budapest,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",alderaminkorzo@alderaminkorzo.hu,11404261,7321747,"Hopen-Property Korlátolt Felelősségű Társaság,Elverum Property Korlátolt Felelősségű Társaság",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
25062948-2-41,HHE Sarkad Kft.,1026,Budapest,0610'25,Kőolaj-kitermelés,,25725848,7320894,Corvinus Energy Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
10776456-4-43,STRABAG Építőipari Zrt.,1117,Budapest,4211'25,"Út, autópálya építése",info.strabagepitozrt@strabag.com,62867143,7262890,STRABAG AG,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24132402-2-44,i-Cell Mobilsoft Zrt.,1037,Budapest,6210'25,Számítógépes programozás,contact@icellmobilsoft.hu,22625888,7255007,"i-Holding Magyarország Korlátolt Felelősségű Társaság,Grolime Holding Ltd,EVIG HOLDING Ltd,Egyéb részvényes (i-Cell Mobilsoft Zrt.),Emőri Gábor",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
14069965-2-44,MAK Mecsek Zrt.,1117,Budapest,4211'25,"Út, autópálya építése",mak@mak.co.hu,40691164,7238375,"Szemeti Gábor,Szemeti Gábor,Boris Grintal",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
24748478-2-06,Merin Services Kft.,6722,Szeged,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",merinserviceskft@gmail.com,5316451,1118664,Green Star Energy Zártkörűen Működő Részvénytársaság,Szeged,"megyeszékhely, megyei jogú város",Csongrád-Csanád,28100,157282,88894,1,1,,1,1,1,1,1,1,1,1,,1
10930355-2-13,BAUHAUS Kereskedelmi Kft.,2120,Dunakeszi,6812'25,Ingatlanfejlesztés,cegkapu@bauhaus.hu,1649674,1118430,BAUHAUS Grundstücks- und Vermögensverwaltungsgesellschaft m.b.H.,Dunakeszi,város,Pest,3106,42630,18584,1,,,1,1,,1,,,,,,1
10525401-2-13,Silvestris & Szilas Kft.,2144,Kerepes,2059'25,M.n.s. egyéb vegyi termék gyártása,silvestris@silvestris.hu,6701467,1117762,"RCA Holding Zártkörűen Működő Részvénytársaság,RCA Ingatlan Korlátolt Felelősségű Társaság",Kerepes,város,Pest,2425,11175,4216,,,,,1,,,,,,1,,
11880466-2-16,JÁSZ-FÖLD Zrt.,5055,Jászladány,0111'25,"Gabonaféle (kivéve: rizs), hüvelyes növény, olajos mag termesztése",titkarsag@jaszfoldzrt.hu,8653611,1115333,"SZATMÁRI Malom Termelő és Kereskedelmi Korlátolt Felelősségű Társaság,Nyitó Róbert,Szatmári Zoltán,Tóth-Kása Attila",Jászladány,nagyközség,Jász-Nagykun-Szolnok,9273,5492,2171,,,,,,,1,,,,,,
25068061-2-09,Hajdúböszörményi Béke Mezőgazdasági Kft.,4220,Hajdúböszörmény,0150'25,Vegyes gazdálkodás,bekeasz@gmail.com,8341857,1115032,"Apró Lajosné,Bagdi Gyula Barna,Bak Ferenc,Balogh Attiláné,Balogh László,Balogh Péter Antal,Baloghné Molnár Olga,Barkó István,Bereczki Gábor,Bodnár Lajos József,Borosné Demeter Teréz Juliánna,Csukonyi József Attila,Elek Antal,Elekné Kiss Erzsébet,Erdős Imre,Fekete Antal,Feketéné Drén Zsuzsánna,Gellén Sándor,Kiss Ferenc,Kiss János,Kiss Mátyásné,Kun Sándor,Lázár Lászlóné,Lévai Imre Sándor,Lós Sándor,Luzsinszki Tibor,Mészáros Gyula,Molnár Imre,Molnár Imréné,Nagy Antalné,Nagy Gyula,Nagy István,Nagy Sándor,Palicz István,Péter László,Péter Sándor,Rácz Gáborné,Rákos Antal,Rózsa Zoltán,Sóvágó Antal,Subecz László,Szabó Dániel,Szabó Ferenc,Szabó József,Szabó Sándor,Szlávik János,Szlávik Jánosné,Tar Imre,Tar Imre,Tar Imréné,Tar Sándor,Tóth Gábor,Tóth Imre,Tóth Sándor Csaba,Uzonyi Árpád,Uzonyi Béla Barna,Uzonyi Imre,Konyári Pál,Bodnár Beáta Erika,Bodnár Lajos József,Szabó Zsolt,Weiss-Tar Ágnes,Kálmán Imre,Tóth Géza Zoltán,Antal András,Székely Ferenc,Kutasi Sándor,Bácsi Sándor,Kapusi Jánosné,Apró Lajos,Makai Imre,Csáki Ferencné,Szekeres Sándor,Zolnai Zsigmond,Horváth Zsuzsánna,Kutasi Sándorné,Tóth Gábor,Kerékgyártó Lajos,Boros Ilona,Szanka Gáborné,Tóth Ferenc,Szólláth Demeter Sándor,dr. Gaál Mihály,Kathi Tibor,Varga László,dr. Pucsok Albert,Székely Ferencné,Cseh Miklós,Csáki Ferenc,dr. Kiss László Lajos,Bajkán Jánosné,Király János,Opóczki Mihály,Győri Sándor,Subecz Sándor,dr. Törökné dr. Tóth Juliánna,Fülöp Gyuláné,Juhász Imre,Mengesha Tigeneh,Marjai István Gyula,Kathi Tamás,Fodor Pálné,Ujvárosy Miklós Imréné,Baranyi Sándorné,Dobi István,Dobi Istvánné,Kutasi Sándor,Baja Zoltán,Bakó Csaba,Barkó Péter István,Dr. Harangi Sándor,Kocsis Mónika,Kovács Imre,Dr. Lajos Balázs,Nagy Norbert,Rákos Zsanett,Rudi Róbert,Varga Erika,Rózsa Zoltán,Sőrés László,dr. Szabó János Sándor,Szabó Attila,Bagdi Gyula Barna,Balogh Attiláné,Balogh Péter Antal,Barkó István,Elek Antal,Elekné Kiss Erzsébet,Kerékgyártó Lajos,Luzsinszki Tibor,Marjai István Gyula,Mészáros Gyula,Palicz István,Péter László,Rózsa Zoltán,Székely Ferenc,Varga László,Bodnár Lajos József,Bodnár Beáta Erika,Balogh László,Boros Ilona,Gellén Sándor,Tóth Ferenc,Baja Zoltán,Barkó Péter István,Bácsi Sándor,Kun Sándor,Szabó Zsolt,Nagy Norbert,Rákos Zsanett,Székely Ferencné,dr. Szabó János Sándor,Bakó Csaba,Dobi István,Dobi Istvánné,Dr. Harangi Sándor,Dr. Törökné Dr. Tóth Juliánna,Molnár Imréné,Nagy István,Nagy Sándor,Tóth Géza Zoltán,Molnár Rozália,Molnár Rozália,Poór Lajos,Poór Lajosné,Poór Lajos,Poór Lajosné,Csatári Sándor,Csatári Sándor,Elek Péter,Elek Péter,Károly József István",Hajdúböszörmény,város,Hajdú-Bihar,37074,29304,12523,,,,,,,1,,,,,,
24669573-2-17,MOBIL PETROL Kft,7361,Kaposszekcső,6811'25,Saját tulajdonú ingatlan adásvétele,szombati.julia@fortimpex.hu,1121176,1114626,"W.W. IMPEX Kereskedelmi és Szolgáltató Kft.,NORFOLK HUNGÁRIA Befektetési Zártkörűen Működő Részvénytársaság,Fort-Impex Holding Vagyonkezelő Korlátolt Felelősségű Társaság",Kaposszekcső,község,Tolna,1562,1514,668,,,,,1,,,,,,,,
11030946-2-03,Nissin Foods Kft.,6000,Kecskemét,1089'25,M.n.s. egyéb élelmiszer gyártása,contact.hu@nissin.com,46660198,1109008,Nissin Foods Holdings Co. Ltd.,Kecskemét,"megyeszékhely, megyei jogú város",Bács-Kiskun,32257,108651,55648,1,,1,,1,1,1,,,,,,1
22738428-2-03,SUTUS-BAU Kft.,6114,Bugacpusztaháza,4941'25,Közúti áruszállítás,sutusbaukft@gmail.com,2091371,1108485,Sutus János,Bugacpusztaháza,község,Bács-Kiskun,4300,254,129,,,,,,,,,,,,,
13265890-2-10,KATEX'04 Kft.,3390,Füzesabony,4100'25,Lakó- és nem lakóépület építése,katex98@t-online.hu,1474054,1107785,"Karkus János,Karkus János,Vella-Karkus Kinga",Füzesabony,város,Heves,4634,7098,3088,,,,,,,1,,,,,,
10623183-2-14,CLA Pig Kft.,7563,Somogyszob,0146'25,Sertéstenyésztés,pig@cla.hu,8124465,1106849,"ECL Property Kft.,CLA Enoz Korlátolt Felelősségű Társaság,Claessens Johan,Bíró-Claessens Sharon,Claessens Kim,Claessens Chloé",Somogyszob,község,Somogy,4008,1372,625,,,,,,,1,,,,,,
11353931-2-20,FOREST HUNGARY KFT.,8900,Zalaegerszeg,4690'25,Vegyes termékkörű nagykereskedelem,info@foresteu.com,9326989,1103806,"WEST-SIDE INVEST Szolgáltató Korlátolt Felelősségű Társaság,Sideral-montin Korlátolt Felelősségű Társaság",Zalaegerszeg,"megyeszékhely, megyei jogú város",Zala,10246,53960,27954,,,1,,1,,1,,,,,,
11505561-2-16,KÖTIVIÉP'B Kft,5000,Szolnok,4291'25,Vízi létesítmény építése,titkarsag@kotiviepb.hu,3666865,1102592,Envirotis Holding Zártkörűen Működő Részvénytársaság,Szolnok,"megyeszékhely, megyei jogú város",Jász-Nagykun-Szolnok,18724,65564,36006,,1,,1,,,1,,,,,,1
12371899-2-13,S.B. Trans & Spedition Kft,2724,Újlengyel,4941'25,Közúti áruszállítás,,26981438,1102451,Suhajda Balázs,Újlengyel,község,Pest,2625,1821,725,,,,,,,,,,,,,
23363308-2-06,H-Invest Team Plusz Kft.,6726,Szeged,6820'25,"Saját tulajdonú, bérelt ingatlan bérbeadása, üzemeltetése",hinvestplusz@gmail.com,2512488,1102282,"H-Apartman Plusz Korlátolt Felelősségű Társaság,Tánczosné Bőkény Mária",Szeged,"megyeszékhely, megyei jogú város",Csongrád-Csanád,28100,157282,88894,1,1,,1,1,1,1,1,1,1,1,,1
12523326-2-15,ZEMPLÉNKŐ KFT.,4941,Penyige,4100'25,Lakó- és nem lakóépület építése,info@zemplenko.hu,7972792,1096565,"Nuszer Antal,Toldi Miklós István,Toldi Szabolcs,Toldi Máté",Penyige,község,Szabolcs-Szatmár-Bereg,1889,687,285,,,,,,,,,,,,,
10471711-2-19,LUMBER-FA Ipari és Kereskedelmi Kft.,8492,Kerta,1611'25,Fűrészárugyártás,info@lumberfa.hu,5491069,1095175,"Latifoglia Srl.,Arte Brotto Mobili Srl.",Kerta,község,Veszprém,1546,496,249,,,,,,,,,,,,,
11559326-2-09,OLVISZ'98 Kft.,4200,Hajdúszoboszló,0910'25,"Kőolaj-, földgázkitermelési szolgáltatás",,3942057,1094685,"Sánta Attila,Sánta Imre,Sánta Imre,Sánta Ildikó",Hajdúszoboszló,város,Hajdú-Bihar,23862,23871,11976,,,,,1,,1,1,,,,,1
11182902-2-11,Lábatlani Vasbetonipari Zrt.,2541,Lábatlan,2361'25,Építési betontermék gyártása,volner@invitel.hu,10286196,1087459,PCM RAILONE AG,Lábatlan,város,Komárom-Esztergom,2637,4851,2107,,,,,,,,,,,,,
10655436-2-10,VAMAV Kft.,3200,Gyöngyös,2599'25,M.n.s. egyéb fémfeldolgozási termék gyártása,info@vamav.hu,13898310,1086525,"voestalpine Railway Systems GmbH,MÁV Magyar Államvasutak Zártkörűen Működő Részvénytársaság",Gyöngyös,város,Heves,5526,27294,14915,,,,,,,1,,1,,,,
10923452-2-15,MVM Vízerőmű Kft.,4450,Tiszalök,3512'25,Villamosenergia-termelés megújuló forrásból,titkarsag@tiszavizvizeromu.hu,4067880,1083788,MVM Zöld Generáció Zártkörűen Működő Részvénytársaság,Tiszalök,város,Szabolcs-Szatmár-Bereg,5866,5335,2215,,,,,,,1,,,,,,
25048441-2-13,CEREAL Kft.,2100,Gödöllő,1041'25,Olaj gyártása,,6042602,1082817,Kovács Attila,Gödöllő,város,Pest,6193,32410,13676,,,,1,1,,1,,,,,,
11901981-4-05,TVK-ERŐMŰ Kft.,3580,Tiszaújváros,3530'25,"Gőzellátás, légkondicionálás",,28744490,1079918,MOL Petrolkémia Zártkörűen Működő Részvénytársaság,Tiszaújváros,város,Borsod-Abaúj-Zemplén,4604,14060,7493,,,,,,,1,,,,,,
14549539-2-13,NT SYS Kft.,2119,Pécel,4321'25,Villanyszerelés,info@ntsys.hu,1983132,1079408,"Horváth Tamás,Bálint János,Tóth Szabolcs",Pécel,város,Pest,4363,17368,6020,,,,,,,1,,,,,,
12568279-2-11,VG Komarom Kft.,2900,Komárom,1721'25,Papír csomagolóeszköz gyártása,pakay@pakay.hu,21654845,1075431,Van Genechten Packaging International,Komárom,város,Komárom-Esztergom,6991,19862,8996,,,,,,,1,,,,,,
24127903-2-02,Solar-Napelem Kft.,7775,Magyarbóly,4321'25,Villanyszerelés,info@solar-pecs.hu,3131617,1072247,Dr. Fenyvesi András,Magyarbóly,község,Baranya,1722,895,359,,,,,1,,,,,1,,,
13817909-2-11,Hungary Pork Kft.,2943,Bábolna,0146'25,Sertéstenyésztés,willem@hungarypork.eu,6723242,1069408,Pijnenburg Genugten Beheer B.V.,Bábolna,város,Komárom-Esztergom,3354,3424,1389,,,,,,,,,,,,,
32205369-2-13,CRESCOM ELECTRA Kft.,2120,Dunakeszi,4754'25,Villamos háztartási készülék kiskereskedelme,Info@crescomelectra.hu,5624797,1067822,"Gecse István,Megyik Zsolt",Dunakeszi,város,Pest,3106,42630,18584,1,,,1,1,,1,,,,,,1
13879352-4-07,Patika Profi Kft.,8000,Székesfehérvár,7020'25,"Üzletviteli, egyéb üzletvezetési tanácsadás",iroda@patikaplus.hu,3379700,1067388,ISR Invest Korlátolt Felelősségű Társaság,Székesfehérvár,"megyeszékhely, megyei jogú város",Fejér,17089,95241,48799,,1,1,1,1,1,1,,,1,,,1
10793509-2-44,ANY Nyrt.,1102,Budapest,1812'25,Nyomás (kivéve: napilap),,56421481,7191910,"EG Capital LLC,Digital Forest LLC,Alfa Csoport (közkézhányad adat),Egyéb részvényesek (ANY Nyrt.)",Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12698084-2-44,CIVIL Zrt .,1149,Budapest,8001'25,"Nyomozói, személybiztonsági tevékenység",security@civil.hu,32242953,7102185,N.E.Z. Capital Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
12750104-2-43,Alpiq Csepeli Szolgáltató Kft.,1211,Budapest,7112'25,"Mérnöki tevékenység, műszaki tanácsadás",info.csepel@alpiq.com,12530391,7098839,Alpiq Csepel Korlátolt Felelősségű Társaság,Budapest,főváros ,Budapest,52511,1685209,973656,1,1,1,1,1,1,1,1,1,1,1,,1
